municipio,province,candidate_distributor,confidence,source_name,source_url,source_type,review_status,notes
Irixoa,A Coruña,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Os Blancos,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Oímbra,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Parada de Sil,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Petín,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Piñor,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Porqueira,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Punxín,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Rairiz de Veiga,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Ramirás,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Riós,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Rubiá,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
San Amaro,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
San Cibrao das Viñas,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
San Cristovo de Cea,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
San Xoán de Río,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Sandiás,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Sarreaus,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Taboadela,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Toén,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Trasmiras,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Verín,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Viana do Bolo,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Vilamartín de Valdeorras,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Vilar de Barrio,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Vilar de Santos,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Vilardevós,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Vilariño de Conso,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Xinzo de Limia,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Xunqueira de Espadanedo,Ourense,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Arbo,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
As Neves,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Barro,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Campo Lameiro,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Covelo,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Crecente,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Dozón,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Forcarei,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Meaño,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Meis,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Mondariz-Balneario,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Moraña,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
O Grove,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
O Rosal,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Oia,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Pontecesures,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Portas,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Ribadumia,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
Rodeiro,Pontevedra,"UFD Distribución Electricidad, S.A.",regional_default,UFD/Naturgy presencia regional Galicia,https://www.naturgy.com/notas-de-prensa/gerardo-rodriguez-nuevo-delegado-de-naturgy-en-galicia/ | https://www.ufd.es/quienes-somos/donde-estamos/,regional_corporate_and_distributor_public_info,matched_regional_default_ufd,Asignación regional orientativa: UFD declara servicio en 286 municipios gallegos y ofrece comprobación por mapa/CUPS. No es verificación municipal; no afirma exclusividad total.
A Fonsagrada,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
A Pastoriza,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
A Pobra do Brollón,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
A Pontenova,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Abadín,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Alfoz,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
Antas de Ulla,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
As Nogais,Lugo,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",regional_default,BEGASA información pública distribuidora Lugo,https://www.begasa.es/home | https://www.begasa.es/mapa-interactivo-de-la-red | https://www.xunta.gal/dog/Publicados/2025/20250225/AnuncioG0763-110225-0001_es.html,regional_distributor_public_info_and_official_public_notice,matched_regional_default_begasa_lugo,Asignación regional orientativa para Lugo: BEGASA se presenta como distribuidora y dispone de mapa público de red/incidencias; DOG/Xunta confirma actuaciones de distribución de BEGASA en ayuntamientos lucenses. No es verificación municipal individual ni afirma exclusividad total.
