dataset_id,zone_id,municipio,province,current_confidences,current_distributors,source_names,recommendation,reason,next_step
galicia,municipality:ourense::calvos_de_randin,Calvos de Randín,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::carballeda_de_avia,Carballeda de Avia,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::carballeda_de_valdeorras,Carballeda de Valdeorras,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::cartelle,Cartelle,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::castrelo_de_mino,Castrelo de Miño,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::castrelo_do_val,Castrelo do Val,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::castro_caldelas,Castro Caldelas,Ourense,verified_partial,Eléctrica de Castro Caldelas S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::celanova,Celanova,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::cenlle,Cenlle,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::chandrexa_de_queixa,Chandrexa de Queixa,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::coles,Coles,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::cortegada,Cortegada,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::cualedro,Cualedro,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::entrimo,Entrimo,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::esgos,Esgos,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::gomesende,Gomesende,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::larouco,Larouco,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::laza,Laza,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::leiro,Leiro,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::lobeira,Lobeira,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::lobios,Lobios,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::maceda,Maceda,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::manzaneda,Manzaneda,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::maside,Maside,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::melon,Melón,Ourense,verified_partial,"Distribuidora Eléctrica de Melón, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::montederramo,Montederramo,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::monterrei,Monterrei,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::muinos,Muíños,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::nogueira_de_ramuin,Nogueira de Ramuín,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::o_barco_de_valdeorras,O Barco de Valdeorras,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::o_bolo,O Bolo,Ourense,verified_partial,Eléctrica de Alberguería,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::o_carballino,O Carballiño,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::o_irixo,O Irixo,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::o_pereiro_de_aguiar,O Pereiro de Aguiar,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::oimbra,Oímbra,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::os_blancos,Os Blancos,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::ourense,Ourense,Ourense,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 38/2026 UFD en Ourense,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::paderne_de_allariz,Paderne de Allariz,Ourense,verified_partial,"Eléctrica de Cantoña, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::padrenda,Padrenda,Ourense,verified_partial,"San Miguel 2000, Distribuición S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::parada_de_sil,Parada de Sil,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::petin,Petín,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::pinor,Piñor,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::pontedeva,Pontedeva,Ourense,verified_partial,"San Miguel 2000, Distribuición S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::porqueira,Porqueira,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::punxin,Punxín,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::quintela_de_leirado,Quintela de Leirado,Ourense,verified_partial,"San Miguel 2000, Distribuición S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::rairiz_de_veiga,Rairiz de Veiga,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::ramiras,Ramirás,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::ribadavia,Ribadavia,Ourense,verified_partial,"Distribuidora Eléctrica de Melón, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::rios,Riós,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::rubia,Rubiá,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::san_amaro,San Amaro,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::san_cibrao_das_vinas,San Cibrao das Viñas,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::san_cristovo_de_cea,San Cristovo de Cea,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::san_xoan_de_rio,San Xoán de Río,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::sandias,Sandiás,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::sarreaus,Sarreaus,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::taboadela,Taboadela,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::toen,Toén,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::trasmiras,Trasmiras,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::verea,Verea,Ourense,verified_partial,"San Miguel 2000, Distribuición S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::verin,Verín,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::viana_do_bolo,Viana do Bolo,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::vilamarin,Vilamarín,Ourense,verified_partial,Hidroeléctrica José Matanza García S. L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::vilamartin_de_valdeorras,Vilamartín de Valdeorras,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::vilar_de_barrio,Vilar de Barrio,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::vilar_de_santos,Vilar de Santos,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::vilardevos,Vilardevós,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::vilarino_de_conso,Vilariño de Conso,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::xinzo_de_limia,Xinzo de Limia,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:ourense::xunqueira_de_ambia,Xunqueira de Ambía,Ourense,verified_partial,"Eléctrica de Cantoña, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:ourense::xunqueira_de_espadanedo,Xunqueira de Espadanedo,Ourense,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::a_caniza,A Cañiza,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 235/2024 UFD en A Cañiza,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::a_estrada,A Estrada,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 115/2024 UFD en A Estrada,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::a_guarda,A Guarda,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 48/2024 UFD en A Guarda,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::a_illa_de_arousa,A Illa de Arousa,Pontevedra,verified_partial,Compañía de Electrificación S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::a_lama,A Lama,Pontevedra,verified_partial,"Eléctrica de Moscoso, S.L.",CNMC C/1436/24 Grupo EHR/Moscoso,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::agolada,Agolada,Pontevedra,verified_partial,Hidroeléctrica del Arnego S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::arbo,Arbo,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::as_neves,As Neves,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::baiona,Baiona,Pontevedra,verified_partial,Sociedad Electricista de Tui S.A.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::barro,Barro,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::bueu,Bueu,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 149/2024 UFD en Bueu,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::caldas_de_reis,Caldas de Reis,Pontevedra,verified_partial,"Electra Cuntiense, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::cambados,Cambados,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 108/2025 UFD en Cambados,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::campo_lameiro,Campo Lameiro,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::cangas,Cangas,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 160/2025 UFD en Cangas,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::catoira,Catoira,Pontevedra,verified_partial,"Eléctrica de Catoira, S.L.",DOG 1/2012 + CNMC TPE/DE/010/17,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::cerdedo_cotobade,Cerdedo-Cotobade,Pontevedra,verified_partial,"Eléctrica de Moscoso, S.L.",CNMC C/1436/24 Grupo EHR/Moscoso,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::covelo,Covelo,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::crecente,Crecente,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::cuntis,Cuntis,Pontevedra,verified_partial,"Electra Cuntiense, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::dozon,Dozón,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::forcarei,Forcarei,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::fornelos_de_montes,Fornelos de Montes,Pontevedra,verified_partial,"Eléctrica de Moscoso, S.L.",CNMC C/1436/24 Grupo EHR/Moscoso,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::gondomar,Gondomar,Pontevedra,verified_partial,Sociedad Electricista de Tui S.A.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::lalin,Lalín,Pontevedra,verified_partial,"Hidroeléctrica del Arnego S.L. | UFD Distribución Electricidad, S.A.",APYDE ficha pública | DOG 175/2025 UFD en Lalín,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::marin,Marín,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 195/2025 UFD en Marín,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::meano,Meaño,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::meis,Meis,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::moana,Moaña,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 84/2025 UFD en Moaña,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::mondariz,Mondariz,Pontevedra,verified_partial,"Eléctrica de Moscoso, S.L.",Eléctrica de Moscoso — información pública corporativa,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::mondariz_balneario,Mondariz-Balneario,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::morana,Moraña,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::mos,Mos,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 238/2025 UFD en Mos,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::nigran,Nigrán,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 152/2025 UFD en Nigrán,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::o_grove,O Grove,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::o_porrino,O Porriño,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 87/2024 UFD en O Porriño,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::o_rosal,O Rosal,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::oia,Oia,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::pazos_de_borben,Pazos de Borbén,Pontevedra,verified_partial,"Eléctrica de Moscoso, S.L.",CNMC C/1436/24 Grupo EHR/Moscoso,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::poio,Poio,Pontevedra,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 234/2024 UFD en Poio,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::ponte_caldelas,Ponte Caldelas,Pontevedra,verified_partial,Eléctrica Los Molinos S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::ponteareas,Ponteareas,Pontevedra,verified_partial,"Eléctrica de Cantoña, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::pontecesures,Pontecesures,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:pontevedra::pontevedra,Pontevedra,Pontevedra,verified_partial,Eléctrica Los Molinos S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:pontevedra::portas,Portas,Pontevedra,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
